EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,Display,Direction,Timestamp
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,119,1,Text,Right,1090687
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,120,0,Text,Right,1095616
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,121,0,Text,Right,1095744
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,122,0,Text,Right,1095862
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,123,0,Text,Right,1095980
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,124,0,Text,Right,1096098
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,125,0,Text,Right,1096216
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,126,0,Text,Right,1096356
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,127,0,Text,Right,1096475
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,128,0,Text,Right,1096593
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,129,0,Text,Right,1096709
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,130,0,Text,Right,1096827
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,131,0,Text,Right,1096950
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,132,0,Text,Right,1097066
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,133,0,Text,Right,1097299
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,134,0,Text,Right,1097416
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,135,0,Text,Right,1097535
-3825.64,-3850.85,-3850.4,-3847.9,-3838.51,-3815.09,-3848.43,-3828.94,0.0273438,0.982178,-0.143066,-0.976562,-3.93677,3.78418,66.6667,136,0,Text,Right,1097651
